   #Energy      xx              yy   
  45.174      0.5475E-01      0.6844E-01
  45.182      0.5476E-01      0.6846E-01
  45.190      0.5477E-01      0.6847E-01
  45.198      0.5478E-01      0.6848E-01
  45.206      0.5479E-01      0.6849E-01
  45.214      0.5480E-01      0.6850E-01
  45.222      0.5481E-01      0.6852E-01
  45.230      0.5482E-01      0.6853E-01
  45.237      0.5483E-01      0.6854E-01
  45.245      0.5484E-01      0.6855E-01
  45.253      0.5485E-01      0.6856E-01
  45.261      0.5486E-01      0.6857E-01
  45.269      0.5487E-01      0.6859E-01
  45.277      0.5488E-01      0.6860E-01
  45.285      0.5489E-01      0.6861E-01
  45.293      0.5490E-01      0.6862E-01
  45.301      0.5491E-01      0.6863E-01
  45.309      0.5492E-01      0.6865E-01
  45.317      0.5493E-01      0.6866E-01
  45.325      0.5494E-01      0.6867E-01
  45.332      0.5495E-01      0.6868E-01
  45.340      0.5496E-01      0.6869E-01
  45.348      0.5497E-01      0.6871E-01
  45.356      0.5497E-01      0.6872E-01
  45.364      0.5670E-01      0.6873E-01
  45.372      0.5671E-01      0.6874E-01
  45.380      0.5672E-01      0.6875E-01
  45.388      0.5673E-01      0.6705E-01
  45.396      0.5674E-01      0.6706E-01
  45.404      0.5675E-01      0.6707E-01
  45.411      0.5676E-01      0.6708E-01
  45.419      0.5677E-01      0.6709E-01
  45.427      0.5678E-01      0.6711E-01
  45.435      0.5679E-01      0.6712E-01
  45.443      0.5680E-01      0.6713E-01
  45.451      0.5681E-01      0.6714E-01
  45.459      0.5682E-01      0.6715E-01
  45.467      0.5683E-01      0.6716E-01
  45.475      0.5684E-01      0.6718E-01
  45.483      0.5685E-01      0.6719E-01
  45.490      0.5686E-01      0.6720E-01
  45.498      0.5687E-01      0.6721E-01
  45.506      0.5688E-01      0.6722E-01
  45.514      0.5689E-01      0.6723E-01
  45.522      0.5690E-01      0.6725E-01
  45.530      0.5691E-01      0.6726E-01
  45.538      0.5692E-01      0.6727E-01
  45.546      0.5693E-01      0.6556E-01
  45.554      0.5694E-01      0.6557E-01
  45.562      0.5695E-01      0.6558E-01
  45.569      0.5696E-01      0.6559E-01
  45.577      0.5697E-01      0.6560E-01
  45.585      0.5698E-01      0.6561E-01
  45.593      0.5526E-01      0.6562E-01
  45.601      0.5527E-01      0.6564E-01
  45.609      0.5528E-01      0.6565E-01
  45.617      0.5529E-01      0.6566E-01
  45.625      0.5530E-01      0.6567E-01
  45.633      0.5531E-01      0.6568E-01
  45.641      0.5532E-01      0.6569E-01
  45.648      0.5533E-01      0.6397E-01
  45.657      0.5534E-01      0.6399E-01
  45.664      0.5535E-01      0.6400E-01
  45.672      0.5536E-01      0.6401E-01
  45.680      0.5537E-01      0.6402E-01
  45.688      0.5538E-01      0.6403E-01
  45.696      0.5539E-01      0.6404E-01
  45.704      0.5540E-01      0.6405E-01
  45.712      0.5541E-01      0.6406E-01
  45.720      0.5542E-01      0.6407E-01
  45.728      0.5543E-01      0.6409E-01
  45.736      0.5543E-01      0.6236E-01
  45.743      0.5544E-01      0.6237E-01
  45.751      0.5545E-01      0.6239E-01
  45.759      0.5546E-01      0.6240E-01
  45.767      0.5547E-01      0.6241E-01
  45.775      0.5548E-01      0.6242E-01
  45.783      0.5549E-01      0.6243E-01
  45.791      0.5550E-01      0.6244E-01
  45.799      0.5551E-01      0.6245E-01
  45.807      0.5552E-01      0.6246E-01
  45.815      0.5553E-01      0.6247E-01
  45.822      0.5554E-01      0.6075E-01
  45.830      0.5555E-01      0.6076E-01
  45.838      0.5556E-01      0.6077E-01
  45.846      0.5557E-01      0.6078E-01
  45.854      0.5558E-01      0.6079E-01
  45.862      0.5559E-01      0.6080E-01
  45.870      0.5560E-01      0.6081E-01
  45.878      0.5561E-01      0.6082E-01
  45.886      0.5562E-01      0.6083E-01
  45.894      0.5563E-01      0.6084E-01
  45.901      0.5564E-01      0.6085E-01
  45.909      0.5565E-01      0.6086E-01
  45.917      0.5392E-01      0.6087E-01
  45.925      0.5393E-01      0.6088E-01
  45.933      0.5393E-01      0.5915E-01
  45.941      0.5394E-01      0.5916E-01
  45.949      0.5395E-01      0.5917E-01
  45.957      0.5396E-01      0.5918E-01
  45.965      0.5397E-01      0.5919E-01
  45.973      0.5398E-01      0.5920E-01
  45.980      0.5399E-01      0.5921E-01
  45.988      0.5400E-01      0.5923E-01
  45.996      0.5401E-01      0.5924E-01
  46.004      0.5402E-01      0.5925E-01
  46.012      0.5403E-01      0.5926E-01
  46.020      0.5404E-01      0.5927E-01
  46.028      0.5405E-01      0.5928E-01
  46.036      0.5406E-01      0.5929E-01
  46.044      0.5406E-01      0.5930E-01
  46.052      0.5407E-01      0.5931E-01
  46.060      0.5408E-01      0.5932E-01
  46.068      0.5409E-01      0.5933E-01
  46.075      0.5410E-01      0.5934E-01
  46.083      0.5411E-01      0.5935E-01
  46.091      0.5412E-01      0.5936E-01
  46.099      0.5413E-01      0.5937E-01
  46.107      0.5414E-01      0.5938E-01
  46.115      0.5415E-01      0.5939E-01
  46.123      0.5416E-01      0.5940E-01
  46.131      0.5417E-01      0.5941E-01
  46.139      0.5418E-01      0.5942E-01
  46.147      0.5419E-01      0.5943E-01
  46.154      0.5419E-01      0.5944E-01
  46.162      0.5420E-01      0.5945E-01
  46.170      0.5421E-01      0.5946E-01
  46.178      0.5422E-01      0.5947E-01
  46.186      0.5423E-01      0.5948E-01
  46.194      0.5424E-01      0.5949E-01
  46.202      0.5425E-01      0.5950E-01
  46.210      0.5426E-01      0.5951E-01
  46.218      0.5427E-01      0.5952E-01
  46.226      0.5428E-01      0.5953E-01
  46.233      0.5429E-01      0.5954E-01
  46.241      0.5430E-01      0.5955E-01
  46.249      0.5431E-01      0.5956E-01
  46.257      0.5432E-01      0.5957E-01
  46.265      0.5432E-01      0.5958E-01
  46.273      0.5433E-01      0.5959E-01
  46.281      0.5434E-01      0.5960E-01
  46.289      0.5260E-01      0.5961E-01
  46.297      0.5261E-01      0.5962E-01
  46.305      0.5262E-01      0.5963E-01
  46.312      0.5263E-01      0.6140E-01
  46.320      0.5263E-01      0.6141E-01
  46.328      0.5264E-01      0.6142E-01
  46.336      0.5265E-01      0.6143E-01
  46.344      0.5266E-01      0.6144E-01
  46.352      0.5267E-01      0.6145E-01
  46.360      0.5268E-01      0.6146E-01
  46.368      0.5269E-01      0.6147E-01
  46.376      0.5270E-01      0.6148E-01
  46.384      0.5271E-01      0.6149E-01
  46.392      0.5272E-01      0.6150E-01
  46.400      0.5272E-01      0.6151E-01
  46.407      0.5273E-01      0.6152E-01
  46.415      0.5274E-01      0.6153E-01
  46.423      0.5275E-01      0.6154E-01
  46.431      0.5276E-01      0.6155E-01
  46.439      0.5277E-01      0.6156E-01
  46.447      0.5102E-01      0.6157E-01
  46.455      0.5103E-01      0.6159E-01
  46.463      0.5104E-01      0.6160E-01
  46.471      0.5105E-01      0.6337E-01
  46.478      0.5105E-01      0.6338E-01
  46.486      0.5106E-01      0.6339E-01
  46.494      0.5107E-01      0.6340E-01
  46.502      0.5108E-01      0.6341E-01
  46.510      0.5109E-01      0.6342E-01
  46.518      0.5110E-01      0.6343E-01
  46.526      0.5111E-01      0.6344E-01
  46.534      0.5111E-01      0.6345E-01
  46.542      0.5112E-01      0.6346E-01
  46.550      0.5113E-01      0.6347E-01
  46.558      0.5114E-01      0.6349E-01
  46.566      0.5115E-01      0.6350E-01
  46.573      0.5116E-01      0.6351E-01
  46.581      0.5117E-01      0.6352E-01
  46.589      0.5118E-01      0.6353E-01
  46.597      0.5118E-01      0.6354E-01
  46.605      0.5119E-01      0.6355E-01
  46.613      0.5120E-01      0.6356E-01
  46.621      0.5121E-01      0.6357E-01
  46.629      0.4945E-01      0.6358E-01
  46.637      0.4946E-01      0.6359E-01
  46.645      0.4947E-01      0.6360E-01
  46.652      0.4948E-01      0.6361E-01
  46.660      0.4949E-01      0.6363E-01
  46.668      0.4949E-01      0.6364E-01
  46.676      0.4950E-01      0.6365E-01
  46.684      0.4951E-01      0.6366E-01
  46.692      0.4952E-01      0.6367E-01
  46.700      0.4953E-01      0.6368E-01
  46.708      0.4954E-01      0.6369E-01
  46.716      0.4955E-01      0.6370E-01
  46.724      0.4955E-01      0.6371E-01
  46.731      0.4956E-01      0.6372E-01
  46.739      0.4957E-01      0.6373E-01
  46.747      0.4958E-01      0.6374E-01
  46.755      0.4959E-01      0.6375E-01
  46.763      0.4960E-01      0.6377E-01
  46.771      0.4960E-01      0.6378E-01
  46.779      0.4961E-01      0.6379E-01
  46.787      0.4962E-01      0.6380E-01
  46.795      0.4963E-01      0.6381E-01
  46.803      0.4964E-01      0.6382E-01
  46.810      0.4965E-01      0.6383E-01
  46.818      0.4965E-01      0.6384E-01
  46.826      0.4966E-01      0.6385E-01
  46.834      0.4967E-01      0.6386E-01
  46.842      0.4968E-01      0.6387E-01
  46.850      0.4969E-01      0.6388E-01
  46.858      0.4970E-01      0.6389E-01
  46.866      0.4970E-01      0.6391E-01
  46.874      0.4971E-01      0.6392E-01
  46.882      0.4972E-01      0.6393E-01
  46.890      0.4973E-01      0.6394E-01
  46.898      0.4974E-01      0.6395E-01
  46.905      0.4975E-01      0.6396E-01
  46.913      0.4975E-01      0.6397E-01
  46.921      0.4976E-01      0.6398E-01
  46.929      0.4977E-01      0.6399E-01
  46.937      0.4978E-01      0.6400E-01
  46.945      0.4979E-01      0.6401E-01
  46.953      0.4980E-01      0.6402E-01
  46.961      0.4980E-01      0.6403E-01
  46.969      0.4981E-01      0.6405E-01
  46.977      0.4982E-01      0.6406E-01
  46.984      0.4983E-01      0.6407E-01
  46.992      0.4984E-01      0.6408E-01
  47.000      0.4985E-01      0.6409E-01
  47.008      0.4986E-01      0.6410E-01
  47.016      0.4986E-01      0.6411E-01
  47.024      0.4987E-01      0.6412E-01
  47.032      0.4988E-01      0.6413E-01
  47.040      0.4989E-01      0.6414E-01
  47.048      0.4990E-01      0.6415E-01
  47.056      0.4991E-01      0.6416E-01
  47.063      0.4991E-01      0.6239E-01
  47.071      0.4992E-01      0.6240E-01
  47.079      0.4993E-01      0.6241E-01
  47.087      0.4994E-01      0.6242E-01
  47.095      0.4995E-01      0.6243E-01
  47.103      0.4996E-01      0.6244E-01
  47.111      0.4996E-01      0.6246E-01
  47.119      0.4997E-01      0.6247E-01
  47.127      0.4998E-01      0.6248E-01
  47.135      0.4999E-01      0.6249E-01
  47.142      0.5000E-01      0.6250E-01
  47.150      0.5001E-01      0.6251E-01
  47.158      0.5001E-01      0.6252E-01
  47.166      0.5002E-01      0.6253E-01
  47.174      0.5003E-01      0.6254E-01
  47.182      0.5004E-01      0.6255E-01
  47.190      0.5005E-01      0.6256E-01
  47.198      0.5006E-01      0.6257E-01
  47.206      0.5006E-01      0.6258E-01
  47.214      0.5007E-01      0.6259E-01
  47.221      0.5008E-01      0.6260E-01
  47.229      0.5009E-01      0.6261E-01
  47.237      0.5010E-01      0.6262E-01
  47.245      0.5011E-01      0.6263E-01
  47.253      0.5012E-01      0.6264E-01
  47.261      0.5012E-01      0.6265E-01
  47.269      0.5013E-01      0.6266E-01
  47.277      0.5014E-01      0.6268E-01
  47.285      0.5015E-01      0.6269E-01
  47.293      0.5016E-01      0.6270E-01
  47.301      0.5017E-01      0.6271E-01
  47.309      0.5017E-01      0.6272E-01
  47.316      0.5018E-01      0.6094E-01
  47.324      0.5019E-01      0.6095E-01
  47.332      0.5020E-01      0.6096E-01
  47.340      0.5021E-01      0.6097E-01
  47.348      0.5022E-01      0.6098E-01
  47.356      0.5022E-01      0.6099E-01
  47.364      0.5023E-01      0.6100E-01
  47.372      0.5024E-01      0.6101E-01
  47.380      0.5025E-01      0.6102E-01
  47.388      0.5026E-01      0.6103E-01
  47.395      0.5027E-01      0.6104E-01
  47.403      0.5027E-01      0.6105E-01
  47.411      0.5028E-01      0.6106E-01
  47.419      0.5029E-01      0.6107E-01
  47.427      0.5030E-01      0.6108E-01
  47.435      0.5031E-01      0.6109E-01
  47.443      0.5032E-01      0.6110E-01
  47.451      0.5032E-01      0.6111E-01
  47.459      0.5033E-01      0.6112E-01
  47.467      0.5034E-01      0.6113E-01
  47.474      0.5035E-01      0.6114E-01
  47.482      0.5036E-01      0.6115E-01
  47.490      0.5037E-01      0.6116E-01
  47.498      0.5037E-01      0.6117E-01
  47.506      0.5038E-01      0.6118E-01
  47.514      0.5039E-01      0.6119E-01
  47.522      0.5040E-01      0.6120E-01
  47.530      0.5041E-01      0.6121E-01
  47.538      0.5042E-01      0.6122E-01
  47.546      0.5043E-01      0.6123E-01
  47.553      0.5043E-01      0.6124E-01
  47.561      0.5044E-01      0.6125E-01
  47.569      0.5045E-01      0.6126E-01
  47.577      0.5046E-01      0.6127E-01
  47.585      0.5047E-01      0.6128E-01
  47.593      0.5228E-01      0.6129E-01
  47.601      0.5229E-01      0.6130E-01
  47.609      0.5230E-01      0.6131E-01
  47.617      0.5230E-01      0.6132E-01
  47.625      0.5231E-01      0.6133E-01
  47.633      0.5232E-01      0.6134E-01
  47.641      0.5233E-01      0.6135E-01
  47.648      0.5234E-01      0.6136E-01
  47.656      0.5235E-01      0.6137E-01
  47.664      0.5236E-01      0.6138E-01
  47.672      0.5237E-01      0.6139E-01
  47.680      0.5237E-01      0.6140E-01
  47.688      0.5238E-01      0.6141E-01
  47.696      0.5239E-01      0.6142E-01
  47.704      0.5240E-01      0.6143E-01
  47.712      0.5241E-01      0.6144E-01
  47.719      0.5242E-01      0.6326E-01
  47.727      0.5243E-01      0.6327E-01
  47.735      0.5243E-01      0.6328E-01
  47.743      0.5244E-01      0.6329E-01
  47.751      0.5245E-01      0.6330E-01
  47.759      0.5246E-01      0.6331E-01
  47.767      0.5247E-01      0.6332E-01
  47.775      0.5248E-01      0.6334E-01
  47.783      0.5249E-01      0.6335E-01
  47.791      0.5250E-01      0.6336E-01
  47.799      0.5250E-01      0.6337E-01
  47.806      0.5251E-01      0.6338E-01
  47.814      0.5252E-01      0.6339E-01
  47.822      0.5253E-01      0.6340E-01
  47.830      0.5254E-01      0.6341E-01
  47.838      0.5255E-01      0.6342E-01
  47.846      0.5256E-01      0.6343E-01
  47.854      0.5256E-01      0.6344E-01
  47.862      0.5257E-01      0.6345E-01
  47.870      0.5258E-01      0.6346E-01
  47.878      0.5259E-01      0.6347E-01
  47.886      0.5260E-01      0.6348E-01
  47.893      0.5261E-01      0.6349E-01
  47.901      0.5262E-01      0.6350E-01
  47.909      0.5263E-01      0.6533E-01
  47.917      0.5263E-01      0.6534E-01
  47.925      0.5264E-01      0.6535E-01
  47.933      0.5265E-01      0.6536E-01
  47.941      0.5266E-01      0.6537E-01
  47.949      0.5267E-01      0.6538E-01
  47.957      0.5268E-01      0.6539E-01
  47.965      0.5269E-01      0.6540E-01
  47.972      0.5269E-01      0.6541E-01
  47.980      0.5270E-01      0.6543E-01
  47.988      0.5271E-01      0.6544E-01
  47.996      0.5272E-01      0.6545E-01
  48.004      0.5273E-01      0.6546E-01
  48.012      0.5274E-01      0.6547E-01
  48.020      0.5275E-01      0.6548E-01
  48.028      0.5276E-01      0.6549E-01
  48.036      0.5276E-01      0.6550E-01
  48.044      0.5277E-01      0.6551E-01
  48.051      0.5278E-01      0.6552E-01
  48.059      0.5279E-01      0.6553E-01
  48.067      0.5280E-01      0.6554E-01
  48.075      0.5281E-01      0.6555E-01
  48.083      0.5282E-01      0.6557E-01
  48.091      0.5283E-01      0.6558E-01
  48.099      0.5283E-01      0.6559E-01
  48.107      0.5284E-01      0.6560E-01
  48.115      0.5285E-01      0.6561E-01
  48.123      0.5286E-01      0.6562E-01
  48.131      0.5287E-01      0.6563E-01
  48.139      0.5288E-01      0.6746E-01
  48.146      0.5289E-01      0.6748E-01
  48.154      0.5289E-01      0.6749E-01
  48.162      0.5290E-01      0.6750E-01
  48.170      0.5291E-01      0.6751E-01
  48.178      0.5292E-01      0.6752E-01
  48.186      0.5293E-01      0.6753E-01
  48.194      0.5294E-01      0.6754E-01
  48.202      0.5295E-01      0.6755E-01
  48.210      0.5296E-01      0.6756E-01
  48.218      0.5296E-01      0.6757E-01
  48.225      0.5297E-01      0.6759E-01
  48.233      0.5298E-01      0.6760E-01
  48.241      0.5299E-01      0.6761E-01
  48.249      0.5300E-01      0.6762E-01
  48.257      0.5301E-01      0.6580E-01
  48.265      0.5302E-01      0.6581E-01
  48.273      0.5302E-01      0.6582E-01
  48.281      0.5303E-01      0.6583E-01
  48.289      0.5304E-01      0.6585E-01
  48.297      0.5305E-01      0.6586E-01
  48.304      0.5306E-01      0.6587E-01
  48.312      0.5307E-01      0.6588E-01
  48.320      0.5308E-01      0.6589E-01
  48.328      0.5309E-01      0.6590E-01
  48.336      0.5309E-01      0.6591E-01
  48.344      0.5310E-01      0.6592E-01
  48.352      0.5311E-01      0.6593E-01
  48.360      0.5312E-01      0.6594E-01
  48.368      0.5313E-01      0.6595E-01
  48.376      0.5314E-01      0.6596E-01
  48.383      0.5315E-01      0.6597E-01
  48.391      0.5316E-01      0.6599E-01
  48.399      0.5316E-01      0.6600E-01
  48.407      0.5317E-01      0.6601E-01
  48.415      0.5318E-01      0.6602E-01
  48.423      0.5319E-01      0.6603E-01
  48.431      0.5320E-01      0.6604E-01
  48.439      0.5321E-01      0.6605E-01
  48.447      0.5322E-01      0.6606E-01
  48.455      0.5322E-01      0.6607E-01
  48.463      0.5323E-01      0.6608E-01
  48.471      0.5324E-01      0.6609E-01
  48.478      0.5325E-01      0.6610E-01
  48.486      0.5326E-01      0.6612E-01
  48.494      0.5327E-01      0.6613E-01
  48.502      0.5328E-01      0.6614E-01
  48.510      0.5329E-01      0.6615E-01
  48.518      0.5329E-01      0.6616E-01
  48.526      0.5330E-01      0.6617E-01
  48.534      0.5331E-01      0.6618E-01
  48.542      0.5332E-01      0.6619E-01
  48.550      0.5333E-01      0.6620E-01
  48.557      0.5334E-01      0.6621E-01
  48.565      0.5335E-01      0.6622E-01
  48.573      0.5335E-01      0.6623E-01
  48.581      0.5336E-01      0.6624E-01
  48.589      0.5337E-01      0.6441E-01
  48.597      0.5338E-01      0.6443E-01
  48.605      0.5339E-01      0.6444E-01
  48.613      0.5340E-01      0.6445E-01
  48.621      0.5341E-01      0.6446E-01
  48.629      0.5342E-01      0.6447E-01
  48.636      0.5342E-01      0.6448E-01
  48.644      0.5343E-01      0.6449E-01
  48.652      0.5344E-01      0.6450E-01
  48.660      0.5345E-01      0.6451E-01
  48.668      0.5346E-01      0.6452E-01
  48.676      0.5347E-01      0.6453E-01
  48.684      0.5348E-01      0.6454E-01
  48.692      0.5349E-01      0.6455E-01
  48.700      0.5349E-01      0.6456E-01
  48.708      0.5350E-01      0.6457E-01
  48.715      0.5351E-01      0.6458E-01
  48.723      0.5352E-01      0.6459E-01
  48.731      0.5353E-01      0.6460E-01
  48.739      0.5354E-01      0.6461E-01
  48.747      0.5355E-01      0.6462E-01
  48.755      0.5355E-01      0.6463E-01
  48.763      0.5356E-01      0.6465E-01
  48.771      0.5357E-01      0.6466E-01
  48.779      0.5358E-01      0.6467E-01
  48.787      0.5359E-01      0.6468E-01
  48.794      0.5360E-01      0.6469E-01
  48.802      0.5361E-01      0.6470E-01
  48.810      0.5362E-01      0.6471E-01
  48.818      0.5362E-01      0.6472E-01
  48.826      0.5363E-01      0.6473E-01
  48.834      0.5364E-01      0.6474E-01
  48.842      0.5365E-01      0.6475E-01
  48.850      0.5366E-01      0.6476E-01
  48.858      0.5367E-01      0.6477E-01
  48.866      0.5368E-01      0.6478E-01
  48.874      0.5368E-01      0.6479E-01
  48.882      0.5369E-01      0.6480E-01
  48.889      0.5370E-01      0.6481E-01
  48.897      0.5371E-01      0.6482E-01
  48.905      0.5372E-01      0.6483E-01
  48.913      0.5188E-01      0.6484E-01
  48.921      0.5188E-01      0.6485E-01
  48.929      0.5189E-01      0.6487E-01
  48.937      0.5190E-01      0.6488E-01
  48.945      0.5191E-01      0.6489E-01
  48.953      0.5192E-01      0.6490E-01
  48.961      0.5193E-01      0.6491E-01
  48.968      0.5193E-01      0.6492E-01
  48.976      0.5194E-01      0.6493E-01
  48.984      0.5195E-01      0.6494E-01
  48.992      0.5196E-01      0.6495E-01
  49.000      0.5197E-01      0.6496E-01
  49.008      0.5198E-01      0.6497E-01
  49.016      0.5198E-01      0.6498E-01
  49.024      0.5199E-01      0.6499E-01
  49.032      0.5200E-01      0.6500E-01
  49.040      0.5201E-01      0.6501E-01
  49.047      0.5202E-01      0.6502E-01
  49.055      0.5203E-01      0.6503E-01
  49.063      0.5203E-01      0.6504E-01
  49.071      0.5204E-01      0.6505E-01
  49.079      0.5205E-01      0.6506E-01
  49.087      0.5206E-01      0.6507E-01
  49.095      0.5207E-01      0.6509E-01
  49.103      0.5208E-01      0.6510E-01
  49.111      0.5209E-01      0.6511E-01
  49.119      0.5209E-01      0.6512E-01
  49.127      0.5024E-01      0.6513E-01
  49.134      0.5025E-01      0.6514E-01
  49.142      0.5026E-01      0.6515E-01
  49.150      0.5027E-01      0.6516E-01
  49.158      0.5027E-01      0.6517E-01
  49.166      0.5028E-01      0.6518E-01
  49.174      0.5029E-01      0.6519E-01
  49.182      0.5030E-01      0.6520E-01
  49.190      0.5031E-01      0.6521E-01
  49.198      0.5031E-01      0.6522E-01
  49.206      0.5032E-01      0.6523E-01
  49.214      0.5033E-01      0.6524E-01
  49.221      0.5034E-01      0.6339E-01
  49.229      0.5035E-01      0.6340E-01
  49.237      0.5035E-01      0.6341E-01
  49.245      0.5036E-01      0.6342E-01
  49.253      0.5037E-01      0.6343E-01
  49.261      0.5038E-01      0.6344E-01
  49.269      0.5039E-01      0.6345E-01
  49.277      0.5039E-01      0.6346E-01
  49.285      0.5040E-01      0.6347E-01
  49.292      0.5041E-01      0.6348E-01
  49.300      0.5042E-01      0.6349E-01
  49.308      0.5043E-01      0.6350E-01
  49.316      0.5044E-01      0.6351E-01
  49.324      0.5044E-01      0.6352E-01
  49.332      0.4858E-01      0.6353E-01
  49.340      0.4859E-01      0.6354E-01
  49.348      0.4860E-01      0.6355E-01
  49.356      0.4861E-01      0.6356E-01
  49.364      0.4861E-01      0.6357E-01
  49.372      0.4862E-01      0.6358E-01
  49.380      0.4863E-01      0.6359E-01
  49.387      0.4864E-01      0.6360E-01
  49.395      0.4864E-01      0.6361E-01
  49.403      0.4865E-01      0.6362E-01
  49.411      0.4866E-01      0.6176E-01
  49.419      0.4867E-01      0.6177E-01
  49.427      0.4868E-01      0.6178E-01
  49.435      0.4868E-01      0.6179E-01
  49.443      0.4869E-01      0.6180E-01
  49.451      0.4870E-01      0.6181E-01
  49.459      0.4871E-01      0.6182E-01
  49.466      0.4871E-01      0.6183E-01
  49.474      0.4872E-01      0.6184E-01
  49.482      0.4873E-01      0.6185E-01
  49.490      0.4874E-01      0.6186E-01
  49.498      0.4875E-01      0.6187E-01
  49.506      0.4875E-01      0.6188E-01
  49.514      0.4876E-01      0.6189E-01
  49.522      0.4877E-01      0.6190E-01
  49.530      0.4878E-01      0.6191E-01
  49.538      0.4879E-01      0.6192E-01
  49.545      0.4879E-01      0.6193E-01
  49.553      0.4880E-01      0.6194E-01
  49.561      0.4881E-01      0.6195E-01
  49.569      0.4882E-01      0.6196E-01
  49.577      0.4882E-01      0.6197E-01
  49.585      0.4883E-01      0.6198E-01
  49.593      0.4884E-01      0.6199E-01
  49.601      0.4885E-01      0.6200E-01
  49.609      0.4886E-01      0.6201E-01
  49.617      0.4886E-01      0.6202E-01
  49.624      0.4887E-01      0.6203E-01
  49.632      0.4888E-01      0.6204E-01
  49.640      0.4701E-01      0.6205E-01
  49.648      0.4701E-01      0.6206E-01
  49.656      0.4702E-01      0.6207E-01
  49.664      0.4703E-01      0.6208E-01
  49.672      0.4704E-01      0.6209E-01
  49.680      0.4704E-01      0.6210E-01
  49.688      0.4705E-01      0.6023E-01
  49.696      0.4706E-01      0.6023E-01
  49.704      0.4707E-01      0.6024E-01
  49.712      0.4707E-01      0.6025E-01
  49.719      0.4708E-01      0.6026E-01
  49.727      0.4709E-01      0.6027E-01
  49.735      0.4710E-01      0.6028E-01
  49.743      0.4710E-01      0.6029E-01
  49.751      0.4711E-01      0.6030E-01
  49.759      0.4712E-01      0.6031E-01
  49.767      0.4713E-01      0.6032E-01
  49.775      0.4713E-01      0.6033E-01
  49.783      0.4714E-01      0.6034E-01
  49.791      0.4715E-01      0.6035E-01
  49.798      0.4716E-01      0.6036E-01
  49.806      0.4716E-01      0.6037E-01
  49.814      0.4717E-01      0.6038E-01
  49.822      0.4718E-01      0.6039E-01
  49.830      0.4719E-01      0.6040E-01
  49.838      0.4719E-01      0.6041E-01
  49.846      0.4720E-01      0.6042E-01
  49.854      0.4721E-01      0.6043E-01
  49.862      0.4722E-01      0.6044E-01
  49.870      0.4722E-01      0.6045E-01
  49.877      0.4723E-01      0.6046E-01
  49.885      0.4724E-01      0.6046E-01
  49.893      0.4725E-01      0.6047E-01
  49.901      0.4725E-01      0.6048E-01
  49.909      0.4726E-01      0.6049E-01
  49.917      0.4727E-01      0.6050E-01
  49.925      0.4728E-01      0.6051E-01
  49.933      0.4728E-01      0.6052E-01
  49.941      0.4729E-01      0.6053E-01
  49.949      0.4730E-01      0.6054E-01
  49.956      0.4731E-01      0.6055E-01
  49.964      0.4731E-01      0.6056E-01
  49.972      0.4732E-01      0.6057E-01
  49.980      0.4733E-01      0.6058E-01
  49.988      0.4734E-01      0.6059E-01
  49.996      0.4734E-01      0.6060E-01
  50.004      0.4735E-01      0.6061E-01
  50.012      0.4736E-01      0.6062E-01
  50.020      0.4737E-01      0.6063E-01
  50.028      0.4737E-01      0.6064E-01
  50.035      0.4738E-01      0.6065E-01
  50.044      0.4739E-01      0.6066E-01
  50.051      0.4740E-01      0.6067E-01
  50.059      0.4740E-01      0.6068E-01
  50.067      0.4741E-01      0.6069E-01
  50.075      0.4742E-01      0.6069E-01
  50.083      0.4743E-01      0.6070E-01
  50.091      0.4743E-01      0.6071E-01
  50.099      0.4744E-01      0.6072E-01
  50.107      0.4745E-01      0.6073E-01
  50.115      0.4746E-01      0.6074E-01
  50.123      0.4746E-01      0.6075E-01
  50.130      0.4747E-01      0.6076E-01
  50.138      0.4748E-01      0.6077E-01
  50.146      0.4749E-01      0.5888E-01
  50.154      0.4749E-01      0.5889E-01
  50.162      0.4750E-01      0.5890E-01
  50.170      0.4751E-01      0.5891E-01
  50.178      0.4751E-01      0.5892E-01
  50.186      0.4752E-01      0.5893E-01
  50.194      0.4753E-01      0.5894E-01
  50.202      0.4754E-01      0.5895E-01
  50.209      0.4754E-01      0.5896E-01
  50.217      0.4755E-01      0.5897E-01
  50.225      0.4756E-01      0.5897E-01
  50.233      0.4757E-01      0.5898E-01
  50.241      0.4757E-01      0.5899E-01
  50.249      0.4758E-01      0.5900E-01
  50.257      0.4759E-01      0.5901E-01
  50.265      0.4760E-01      0.5902E-01
  50.273      0.4760E-01      0.5903E-01
  50.281      0.4761E-01      0.5904E-01
  50.288      0.4762E-01      0.5905E-01
  50.296      0.4763E-01      0.5906E-01
  50.304      0.4763E-01      0.5907E-01
  50.312      0.4764E-01      0.5908E-01
  50.320      0.4765E-01      0.5909E-01
  50.328      0.4766E-01      0.5909E-01
  50.336      0.4766E-01      0.5910E-01
  50.344      0.4767E-01      0.5911E-01
  50.352      0.4768E-01      0.5912E-01
  50.360      0.4769E-01      0.5913E-01
  50.367      0.4769E-01      0.5914E-01
  50.375      0.4770E-01      0.5915E-01
  50.383      0.4771E-01      0.5916E-01
  50.391      0.4772E-01      0.5917E-01
  50.399      0.4772E-01      0.5918E-01
  50.407      0.4773E-01      0.5919E-01
  50.415      0.4774E-01      0.5920E-01
  50.423      0.4775E-01      0.5921E-01
  50.431      0.4775E-01      0.5922E-01
